usps	geoid	ansicode	name	pop10	hu10	aland	awater	aland_sqmi	awater_sqmi	intptlat	intptlong	statepop	statearea	perc_pop	perc_area	multiplier	funding	corrected_funding
AL	1001	161526	Autauga County	54571	22135	1539582278	25775735	594.436	9.952	32.536382	-86.64449	4779736	50645	0.011417158	0.011737233	0.079	8528061	9197514
AL	1003	161527	Baldwin County	182265	104061	4117521611	1133190229	1589.784	437.527	30.659218	-87.746067	4779736	50645	0.038132859	0.031390538	-0.047	25153406	23968681
AL	1005	161528	Barbour County	27457	11829	2291818968	50864716	884.876	19.639	31.87067	-85.405456	4779736	50645	0.00574446	0.017472017	0.075	9221638	9911417
AL	1007	161529	Bibb County	22915	8981	1612480789	9289057	622.582	3.587	33.015893	-87.127148	4779736	50645	0.004794198	0.012292981	0.034	6720468	6946948
AL	1009	161530	Blount County	57322	23887	1669961855	15157440	644.776	5.852	33.977448	-86.567246	4779736	50645	0.011992713	0.012731205	0.017	9129465	9281927
AL	1011	161531	Bullock County	10914	4493	1613056905	6056528	622.805	2.338	32.101759	-85.717261	4779736	50645	0.00228339	0.012297384	-0.034	5947259	5747431
AL	1013	161532	Butler County	20947	9964	2011976894	2726814	776.829	1.053	31.751667	-86.681969	4779736	50645	0.00438246	0.015338612	-0.003	7891718	7868043
AL	1015	161533	Calhoun County	118572	53289	1569189995	16624267	605.868	6.419	33.771706	-85.822513	4779736	50645	0.024807228	0.01196296	-0.056	12757804	12042092
AL	1017	161534	Chambers County	34215	17004	1545009282	17048142	596.531	6.582	32.917943	-85.391812	4779736	50645	0.007158345	0.0117786	-0.008	7231000	7176767
AL	1019	161535	Cherokee County	25989	16267	1434075952	119858898	553.7	46.278	34.069515	-85.654242	4779736	50645	0.00543733	0.010932895	0.015	6339198	6435554
AL	1021	161536	Chilton County	43643	19278	1794483586	20586383	692.854	7.948	32.854059	-86.726627	4779736	50645	0.009130839	0.013680512	-0.056	8650695	8169716
AL	1023	161537	Choctaw County	13859	7269	2365954748	19059251	913.5	7.359	31.991008	-88.248887	4779736	50645	0.002899533	0.018037203	-0.088	8584347	7828066
AL	1025	161538	Clarke County	25833	12638	3207609488	36542656	1238.465	14.109	31.685521	-87.818624	4779736	50645	0.005404692	0.024453688	0.062	12093039	12846435
AL	1027	161539	Clay County	13932	6776	1564252280	5284628	603.961	2.04	33.267809	-85.862051	4779736	50645	0.002914805	0.011925306	-0.001	5983560	5978773
AL	1029	161540	Cleburne County	14972	6718	1450652767	2365681	560.1	0.913	33.671981	-85.516109	4779736	50645	0.003132391	0.011059264	0.009	5681534	5729828
AL	1031	161541	Coffee County	49948	22330	1758528786	3944730	678.972	1.523	31.402183	-85.989201	4779736	50645	0.01044995	0.01340641	0.049	8941054	9382742
AL	1033	161542	Colbert County	54428	25758	1534877333	76430813	592.619	29.51	34.703112	-87.801457	4779736	50645	0.01138724	0.011701356	-0.087	8503531	7762874
AL	1035	161543	Conecuh County	13228	7093	2201894769	6644940	850.156	2.566	31.428292	-86.992029	4779736	50645	0.002767517	0.016786465	0.054	8010405	8442967
AL	1037	161544	Coosa County	11539	6478	1685891075	39946646	650.926	15.423	32.931445	-86.243482	4779736	50645	0.00241415	0.012852637	-0.02	6224329	6097353
AL	1039	161545	Covington County	37765	18829	2668869505	34526309	1030.456	13.331	31.243987	-86.448721	4779736	50645	0.007901064	0.020346518	-0.025	11112782	10839407
AL	1041	161546	Crenshaw County	13906	6735	1576888006	5376392	608.84	2.076	31.732826	-86.319222	4779736	50645	0.002909366	0.012021643	0.076	6022949	6481898
AL	1043	161547	Cullman County	80406	37054	1903228333	52266921	734.841	20.18	34.131923	-86.869267	4779736	50645	0.016822268	0.014509552	-0.03	11378459	11032554
AL	1045	161548	Dale County	50251	22677	1453371157	4016457	561.15	1.551	31.430654	-85.609476	4779736	50645	0.010513342	0.011079996	0.012	7968873	8061312
AL	1047	161549	Dallas County	43820	20208	2534807386	39134826	978.695	15.11	32.33354	-87.114356	4779736	50645	0.00916787	0.019324488	-0.079	11068154	10190449
AL	1049	161550	DeKalb County	71109	31109	2012662359	4123588	777.093	1.592	34.460929	-85.803992	4779736	50645	0.014877182	0.015343825	-0.033	11133661	10766251
AL	1051	161551	Elmore County	79303	32657	1601867593	99862541	618.485	38.557	32.597229	-86.142738	4779736	50645	0.016591502	0.012212085	-0.092	10327811	9379718
AL	1053	161552	Escambia County	38319	16486	2447746932	20873208	945.08	8.059	31.121747	-87.168429	4779736	50645	0.00801697	0.018660755	0.088	10429921	11344625
AL	1055	161553	Etowah County	104430	47454	1385618994	35322991	534.991	13.638	34.047638	-86.03442	4779736	50645	0.021848487	0.010563482	-0.031	11247843	10901410
AL	1057	161554	Fayette County	17241	8437	1625631609	4392821	627.66	1.696	33.732249	-87.752049	4779736	50645	0.003607103	0.012393247	0.076	6396755	6883548
AL	1059	161555	Franklin County	31704	14022	1641587713	32897905	633.821	12.702	34.441988	-87.842815	4779736	50645	0.006633002	0.012514896	-0.011	7382710	7303715
AL	1061	161556	Geneva County	26790	12687	1487710425	11765293	574.408	4.543	31.090866	-85.824346	4779736	50645	0.005604912	0.011341777	-0.005	6565238	6534381
AL	1063	161557	Greene County	9045	5007	1676007032	33231212	647.11	12.831	32.844497	-87.9642	4779736	50645	0.001892364	0.01277729	0.066	6031133	6426172
AL	1065	161558	Hale County	15760	7655	1667803914	32525967	643.943	12.558	32.752796	-87.623061	4779736	50645	0.003297253	0.012714757	0.018	6438165	6552764
AL	1067	161559	Henry County	17302	8891	1454926258	16986789	561.75	6.559	31.516978	-85.239971	4779736	50645	0.003619865	0.011091843	0.059	5845907	6190815
AL	1069	161560	Houston County	101547	45319	1501737720	4739984	579.824	1.83	31.158193	-85.296398	4779736	50645	0.021245316	0.011448717	-0.057	11439020	10784708
AL	1071	161561	Jackson County	53227	24786	2791664869	126657194	1077.868	48.903	34.763522	-85.9774	4779736	50645	0.011135971	0.021282675	0.056	12510482	13209818
AL	1073	161562	Jefferson County	658466	300552	2878192209	32474487	1111.276	12.538	33.553444	-86.896536	4779736	50645	0.137762002	0.021942321	-0.092	51881155	47087336
AL	1075	161563	Lamar County	14564	7354	1566544654	1600679	604.846	0.618	33.787085	-88.087431	4779736	50645	0.00304703	0.011942781	0.001	6031827	6040272
AL	1077	161564	Lauderdale County	92709	43791	1729327931	138027479	667.697	53.293	34.904122	-87.650997	4779736	50645	0.01939626	0.013183783	-0.06	11607875	10906760
AL	1079	161565	Lawrence County	34339	15229	1788846568	68688464	690.678	26.521	34.529776	-87.321865	4779736	50645	0.007184288	0.013637547	0.024	8031478	8225840
AL	1081	161566	Lee County	140247	62391	1573510728	21530362	607.536	8.313	32.604064	-85.353048	4779736	50645	0.029341997	0.011995895	-0.056	14171728	13378111
AL	1083	161567	Limestone County	82782	34977	1450228326	122381869	559.936	47.252	34.810239	-86.981399	4779736	50645	0.017319367	0.011056025	-0.069	10059675	9365557
AL	1085	161568	Lowndes County	11299	5140	1854199648	23723525	715.911	9.16	32.147888	-86.650586	4779736	50645	0.002363938	0.014135777	-0.059	6755831	6357237
AL	1087	161569	Macon County	21452	10259	1577005015	11194263	608.885	4.322	32.387027	-85.692887	4779736	50645	0.004488114	0.012022531	-0.059	6510687	6124604
AL	1089	161570	Madison County	334811	146447	2076116529	28771340	801.593	11.109	34.764238	-86.55108	4779736	50645	0.070048011	0.015827581	-0.045	28371126	27105774
AL	1091	161572	Marengo County	21027	10237	2530112461	14994547	976.882	5.789	32.247591	-87.791091	4779736	50645	0.004399197	0.019288691	0.051	9580803	10070382
AL	1093	161573	Marion County	30776	14737	1922526826	3313145	742.292	1.279	34.138219	-87.881551	4779736	50645	0.006438849	0.014656674	0.023	8235815	8427709
AL	1095	161574	Marshall County	93019	40342	1465522757	148503356	565.842	57.337	34.309564	-86.321668	4779736	50645	0.019461117	0.01117264	-0.001	10770546	10765161
AL	1097	161575	Mobile County	412992	178196	3184223082	1073750500	1229.435	414.577	30.684573	-88.196568	4779736	50645	0.086404772	0.02427539	0.028	37021761	38039860
AL	1099	161576	Monroe County	23068	11333	2656485275	22643193	1025.675	8.743	31.580332	-87.383266	4779736	50645	0.004826208	0.020252116	0.083	10123330	10959517
AL	1101	161577	Montgomery County	229363	101641	2031190777	40571253	784.247	15.665	32.20365	-86.203831	4779736	50645	0.047986542	0.015485082	-0.035	21414741	20669508
AL	1103	161578	Morgan County	119490	51193	1500476319	51064861	579.337	19.716	34.454484	-86.846402	4779736	50645	0.024999289	0.011439101	0.036	12593772	13050926
AL	1105	161579	Perry County	10591	4737	1863920409	10918516	719.664	4.216	32.639005	-87.293827	4779736	50645	0.002215813	0.01420988	0.049	6741695	7074735
AL	1107	161580	Pickens County	19746	9483	2282837059	22578169	881.408	8.717	33.296808	-88.096878	4779736	50645	0.004131191	0.017403541	0.014	8694430	8819630
AL	1109	161581	Pike County	32899	15267	1740715643	2362806	672.094	0.912	31.798726	-85.941997	4779736	50645	0.006883016	0.013270603	0.036	7782047	8061423
AL	1111	161582	Randolph County	22913	11982	1503616599	9285288	580.55	3.585	33.296475	-85.464068	4779736	50645	0.004793779	0.011463052	-0.056	6366540	6013197
AL	1113	161583	Russell County	52947	24595	1660545751	15673340	641.14	6.052	32.289811	-85.18698	4779736	50645	0.01107739	0.012659411	0.081	8816300	9530420
AL	1115	164997	St. Clair County	83593	35541	1636619393	56300062	631.902	21.738	33.712963	-86.315663	4779736	50645	0.017489041	0.012477006	0.055	10717817	11310513
AL	1117	161584	Shelby County	195085	80970	2032960300	63700594	784.93	24.595	33.262937	-86.678104	4779736	50645	0.040815016	0.015498568	0.001	19206640	19229688
AL	1119	161585	Sumter County	13763	6786	2341057426	24436353	903.887	9.435	32.597481	-88.200057	4779736	50645	0.002879448	0.017847393	0.096	8497231	9316364
AL	1121	161586	Talladega County	82291	37088	1908239516	60944144	736.775	23.531	33.369277	-86.175805	4779736	50645	0.017216641	0.01454774	-0.021	11516481	11274635
AL	1123	161587	Tallapoosa County	41616	22111	1855780057	128808796	716.521	49.733	32.863369	-85.799553	4779736	50645	0.008706757	0.014147821	-0.096	8718994	7879355
AL	1125	161588	Tuscaloosa County	194656	84872	3423328940	76395592	1321.755	29.497	33.290202	-87.52286	4779736	50645	0.040725262	0.026098263	-0.062	23697584	22225964
AL	1127	161589	Walker County	67023	30816	2049177420	36263761	791.192	14.002	33.791571	-87.301092	4779736	50645	0.014022323	0.015622212	-0.01	10988443	10874163
AL	1129	161590	Washington County	17581	8407	2797722307	21650857	1080.207	8.359	31.406974	-88.202078	4779736	50645	0.003678237	0.021328859	0.085	10227967	11092230
AL	1131	161591	Wilcox County	11670	5649	2301200113	48985152	888.498	18.913	31.99033	-87.302205	4779736	50645	0.002441557	0.017543534	0.011	8232520	8321431
AL	1133	161592	Winston County	24484	13469	1587607882	48922827	612.979	18.889	34.155888	-87.364147	4779736	50645	0.005122459	0.012103368	0.093	6740970	7367881
AK	2013	1419964	Aleutians East Borough	3141	747	18083148800	20792209033	6981.943	8027.917	55.243722	-161.950749	710231	570641	0.004422505	0.012235265	0.022	4349485	4445174
AK	2016	1419965	Aleutians West Census Area	5561	1929	11370762625	25190643524	4390.276	9726.162	51.959447	178.338813	710231	570641	0.007829847	0.007693587	-0.019	3765068	3693155
AK	2020	1416061	Anchorage Municipality	291826	113032	4415108963	663860984	1704.683	256.318	61.177549	-149.274354	710231	570641	0.410888852	0.002987313	0.076	84671564	91064268
AK	2050	1419966	Bethel Census Area	17013	5919	1.05E+11	12779523593	40570.004	4934.202	60.928916	-160.15335	710231	570641	0.023954178	0.0710955	-0.084	24917822	22819741
AK	2060	1419967	Bristol Bay Borough	997	969	1304947207	993830067	503.843	383.72	58.731372	-156.986612	710231	570641	0.001403769	0.000882942	-0.07	535161	497593
AK	2068	1419988	Denali Borough	1826	1771	33026000538	66068790	12751.411	25.509	63.682732	-150.026719	710231	570641	0.002570995	0.022345769	-0.022	6820304	6672985
AK	2070	1419968	Dillingham Census Area	4847	2427	48092912615	6077223732	18568.778	2346.429	59.824816	-158.602233	710231	570641	0.00682454	0.032540213	-0.082	10560330	9696495
AK	2090	1419969	Fairbanks North Star Borough	97581	41783	19005874393	273188119	7338.209	105.479	64.690832	-146.599867	710231	570641	0.137393327	0.012859591	0.05	31654210	33249583
AK	2100	1419970	Haines Borough	2508	1631	6005146534	1053874968	2318.6	406.903	59.099905	-135.578102	710231	570641	0.003531245	0.00406315	0.094	1865213	2040916
AK	2105	2371430	Hoonah-Angoon Census Area	2150	1771	19489439091	8778085294	7524.915	3389.238	58.076434	-135.1851	710231	570641	0.003027184	0.013186777	0.037	4332893	4493643
AK	2110	1419971	Juneau City and Borough	31275	13055	6997968643	1429575134	2701.931	551.962	58.3727	-134.178781	710231	570641	0.044034969	0.004734906	-0.063	10318081	9670105
AK	2122	1419972	Kenai Peninsula Borough	55400	30578	41634915224	22473290427	16075.331	8676.986	60.366373	-152.321973	710231	570641	0.078002791	0.028170658	0.059	23851088	25258303
AK	2130	1419973	Ketchikan Gateway Borough	13477	6166	12583232994	4649414062	4858.414	1795.149	55.449938	-131.106685	710231	570641	0.018975516	0.00851396	0.053	6270151	6604351
AK	2150	1419974	Kodiak Island Borough	13592	5303	16963331761	14173062281	6549.579	5472.25	57.553611	-153.630911	710231	570641	0.019137436	0.011477583	-0.008	7138167	7080348
AK	2164	1419975	Lake and Peninsula Borough	1631	1502	61258419419	24010457489	23652.009	9270.49	58.205065	-156.705188	710231	570641	0.002296436	0.041448145	0.009	12146251	12254353
AK	2170	1419976	Matanuska-Susitna Borough	88995	41329	63734160198	1682737402	24607.898	649.709	62.182174	-149.407974	710231	570641	0.125304302	0.04312326	0.019	37714378	38427180
AK	2180	1419977	Nome Census Area	9492	4008	59470685832	13768011766	22961.761	5315.859	64.783686	-164.188912	710231	570641	0.013364666	0.040238544	-0.094	14063605	12744438
AK	2185	1419978	North Slope Borough	9430	2500	2.30E+11	15801179317	88695.413	6100.87	69.449343	-153.47283	710231	570641	0.01327737	0.155431209	-0.008	46500537	46142483
AK	2188	1419979	Northwest Arctic Borough	7523	2707	92132564828	13406688095	35572.584	5176.351	67.005066	-160.021086	710231	570641	0.010592328	0.062337945	-0.093	19724344	17889980
AK	2195	2516404	Petersburg Census Area	3815	1994	8500293927	6221367848	3281.982	2402.084	56.639612	-133.527996	710231	570641	0.005371492	0.005751396	0.063	2716313	2886626
AK	2198	1419980	Prince of Wales-Hyder Census Area	5559	2992	10160193695	9739418122	3922.873	3760.411	55.415683	-132.875734	710231	570641	0.007827031	0.006874503	-0.097	3533722	3189537
AK	2220	1419981	Sitka City and Borough	8881	4102	7434143788	5027404028	2870.339	1941.092	57.142508	-135.332624	710231	570641	0.012504382	0.005030026	-0.068	3968331	3700468
AK	2230	2339479	Skagway Municipality	968	636	1171515798	30331334	452.325	11.711	59.575097	-135.335418	710231	570641	0.001362937	0.000792661	-0.02	501394	491216
AK	2240	1419983	Southeast Fairbanks Census Area	7029	3915	64150915284	752795246	24768.808	290.656	63.864997	-143.218628	710231	570641	0.00989678	0.043405241	-0.051	14248279	13515917
AK	2261	1419984	Valdez-Cordova Census Area	9636	6102	88680877051	15799689879	34239.88	6100.295	61.34984	-145.023141	710231	570641	0.013567417	0.060002494	-0.07	19673327	18296194
AK	2270	1419985	Wade Hampton Census Area	7459	2183	44240705695	6711999401	17081.433	2591.518	62.283174	-163.19095	710231	570641	0.010502217	0.029933767	0.023	10576305	10819560
AK	2275	2418874	Wrangell City and Borough	2369	1428	6582411037	2384276261	2541.483	920.574	56.279121	-132.040325	710231	570641	0.003335534	0.004453734	-0.028	1935328	1881332
AK	2282	1419986	Yakutat City and Borough	662	450	19812002035	4696710283	7649.457	1813.41	59.999083	-140.239593	710231	570641	0.000932091	0.013405026	0.088	3966940	4315238
AK	2290	1419987	Yukon-Koyukuk Census Area	5588	4038	3.77E+11	5956563857	145504.789	2299.842	65.376131	-151.576855	710231	570641	0.007867863	0.254984835	0.054	73445435	77382111
AZ	4001	25441	Apache County	71518	32514	29001443825	54175788	11197.521	20.917	35.385845	-109.493747	6392017	113594	0.011188644	0.09857486	-0.018	43856677	43054100
AZ	4003	25442	Cochise County	131346	59041	15969063883	137025224	6165.69	52.906	31.881793	-109.75412	6392017	113594	0.020548443	0.054278266	-0.042	28432073	27237926
AZ	4005	25443	Coconino County	134421	63321	48222689085	109964090	18618.885	42.457	35.829692	-111.773728	6392017	113594	0.021029512	0.16390717	-0.062	73645551	69086892
AZ	4007	40471	Gila County	53597	32698	12322988718	97111978	4757.933	37.495	33.789618	-110.81187	6392017	113594	0.00838499	0.041885394	0.048	19716035	20668320
AZ	4009	25444	Graham County	37220	12980	11972471194	47833765	4622.597	18.469	32.931828	-109.87831	6392017	113594	0.005822888	0.040693994	0.032	18463480	19052465
AZ	4011	42807	Greenlee County	8437	4372	4773673819	13745365	1843.126	5.307	33.238872	-109.242323	6392017	113594	0.001319928	0.016225546	-0.05	7063540	6707538
AZ	4012	43540	La Paz County	20489	16049	11653984341	36581791	4499.629	14.124	33.727625	-114.038793	6392017	113594	0.003205404	0.039611473	-0.089	17239199	15713530
AZ	4013	37026	Maricopa County	3817117	1639279	23828260196	62795719	9200.143	24.246	33.346541	-112.495534	6392017	113594	0.597169407	0.080991391	-0.023	211077296	206264734
AZ	4015	25445	Mohave County	200186	110911	34475546921	387371395	13311.084	149.565	35.717705	-113.749689	6392017	113594	0.031318127	0.117181137	-0.008	57498677	57050187
AZ	4017	42808	Navajo County	107449	56938	25771473007	24078377	9950.422	9.297	35.390934	-110.320908	6392017	113594	0.016809874	0.087596304	-0.099	41016680	36943724
AZ	4019	25446	Pima County	980263	440909	23794311939	5337525	9187.036	2.061	32.128237	-111.783018	6392017	113594	0.153357383	0.080876007	-0.017	78904747	77579147
AZ	4021	25447	Pinal County	375770	159222	13896869603	22331525	5365.612	8.622	32.91891	-111.367257	6392017	113594	0.058787391	0.047234959	-0.017	36920383	36300121
AZ	4023	40472	Santa Cruz County	47420	18010	3203598541	3088171	1236.916	1.192	31.525904	-110.84519	6392017	113594	0.007418629	0.010888912	-0.024	6685176	6524732
AZ	4025	42809	Yavapai County	211033	110432	21039764981	11501683	8123.499	4.441	34.630044	-112.573745	6392017	113594	0.033015087	0.071513398	-0.065	39229105	36687059
AZ	4027	23901	Yuma County	195751	87850	14281174361	13253868	5513.992	5.117	32.773942	-113.910905	6392017	113594	0.030624293	0.048541189	0.023	29073097	29727242
AR	5001	63755	Arkansas County	19019	9436	2560902522	116495598	988.77	44.979	34.289573	-91.376547	2915918	52035	0.006522474	0.019001843	0.081	6902024	7461778
AR	5003	63756	Ashley County	21853	10137	2396641905	39310651	925.349	15.178	33.190835	-91.772267	2915918	52035	0.007494381	0.01778304	-0.086	6752199	6170159
AR	5005	69895	Baxter County	41513	22580	1435587546	83997217	554.283	32.432	36.28071	-92.330438	2915918	52035	0.014236683	0.010652021	0.027	6098023	6263890
AR	5007	69896	Benton County	221339	93084	2194644508	94662461	847.357	36.549	36.337825	-94.256187	2915918	52035	0.075907141	0.016284217	0.015	20728303	21047518
AR	5009	69897	Boone County	36903	16827	1528692190	30044428	590.231	11.6	36.304308	-93.079204	2915918	52035	0.012655706	0.011342857	-0.065	5965944	5576368
AR	5011	63757	Bradley County	11508	5860	1681500473	9546870	649.231	3.686	33.463819	-92.168164	2915918	52035	0.003946613	0.012476699	-0.03	4461102	4327715
AR	5013	63758	Calhoun County	5368	2897	1628017155	9926138	628.581	3.833	33.56046	-92.513879	2915918	52035	0.00184093	0.012079854	-0.1	3902061	3512635
AR	5015	66975	Carroll County	27446	13559	1631917381	22566276	630.087	8.713	36.337774	-93.541663	2915918	52035	0.009412473	0.012108796	-0.068	5505536	5133912
AR	5017	69160	Chicot County	11800	5421	1668740125	120391665	644.304	46.483	33.267139	-91.297158	2915918	52035	0.004046753	0.012382014	0.004	4454653	4473362
AR	5019	66845	Clark County	22995	10385	2243121932	43395997	866.074	16.755	34.053312	-93.176205	2915918	52035	0.007886024	0.016643914	-0.051	6503312	6170993
AR	5021	63759	Clay County	16083	8031	1656206452	5105957	639.465	1.971	36.367302	-90.418704	2915918	52035	0.005515587	0.012289019	-0.027	4737030	4607236
AR	5023	66983	Cleburne County	25970	15826	1434055831	99015207	553.692	38.23	35.566288	-92.059974	2915918	52035	0.008906286	0.010640663	-0.033	4971794	4808719
AR	5025	63760	Cleveland County	8689	4064	1548252069	2500394	597.783	0.965	33.893201	-92.188714	2915918	52035	0.002979851	0.011487989	-0.057	3969807	3743131
AR	5027	63761	Columbia County	24552	11596	1984066985	1813507	766.053	0.7	33.21507	-93.226901	2915918	52035	0.00841999	0.014721744	0.061	6056607	6424243
AR	5029	66846	Conway County	21273	9720	1430319825	37342580	552.25	14.418	35.265702	-92.689248	2915918	52035	0.007295473	0.010612951	0.034	4624391	4779771
AR	5031	66847	Craighead County	96443	40515	1831656075	14162379	707.206	5.468	35.828268	-90.630411	2915918	52035	0.033074661	0.013590843	-0.076	10921471	10090347
AR	5033	69161	Crawford County	61948	26115	1536106675	28873990	593.094	11.148	35.583041	-94.236224	2915918	52035	0.021244768	0.011397877	0.012	7791361	7887974
AR	5035	69162	Crittenden County	50902	21489	1579271661	68938875	609.76	26.617	35.211878	-90.315331	2915918	52035	0.017456595	0.011718159	0.009	7086503	7153116
AR	5037	66848	Cross County	17870	7853	1596418434	15348594	616.381	5.926	35.291259	-90.773894	2915918	52035	0.00612843	0.011845399	-0.003	4737077	4721919
AR	5039	66849	Dallas County	8116	4305	1728522942	1864048	667.386	0.72	33.967823	-92.653999	2915918	52035	0.002783343	0.012825596	-0.018	4317543	4241122
AR	5041	66850	Desha County	13008	6261	1989504302	133058424	768.152	51.374	33.828748	-91.244427	2915918	52035	0.004461031	0.014762082	0.024	5234330	5359431
AR	5043	66851	Drew County	18509	8408	2145431293	18920696	828.356	7.305	33.587242	-91.722778	2915918	52035	0.006347572	0.015919062	-0.013	5968343	5892545
AR	5045	66852	Faulkner County	113237	46612	1678012685	41927331	647.884	16.188	35.146356	-92.324654	2915918	52035	0.038834082	0.012450813	0.032	11803122	12182002
AR	5047	66853	Franklin County	18125	8021	1576932379	27933924	608.857	10.785	35.508573	-93.887672	2915918	52035	0.006215881	0.011700805	-0.031	4713435	4568262
AR	5049	66854	Fulton County	12245	6778	1601114128	5527461	618.194	2.134	36.383443	-91.819239	2915918	52035	0.004199364	0.011880241	-0.012	4340828	4287001
AR	5051	66855	Garland County	96024	50548	1755444878	147213948	677.781	56.84	34.578861	-93.146915	2915918	52035	0.032930967	0.013025363	-0.076	10726692	9911463
AR	5053	66856	Grant County	17853	7758	1636376859	2904466	631.809	1.121	34.288063	-92.423984	2915918	52035	0.0061226	0.012141889	-0.077	4822103	4450801
AR	5055	66857	Greene County	42090	17892	1496233476	4826525	577.699	1.864	36.119922	-90.565241	2915918	52035	0.014434562	0.011102022	0.034	6270623	6484451
AR	5057	66858	Hempstead County	22609	10419	1884267810	35372390	727.52	13.657	33.728611	-93.665809	2915918	52035	0.007753647	0.01398123	0.057	5700804	6025180
AR	5059	66859	Hot Spring County	32923	14332	1593367055	18052939	615.202	6.97	34.315177	-92.944147	2915918	52035	0.011290784	0.011822741	-0.074	5818010	5385732
AR	5061	66872	Howard County	13789	6238	1524346632	17509479	588.554	6.76	34.083179	-93.990988	2915918	52035	0.004728871	0.011310629	-0.073	4286666	3972882
AR	5063	69163	Independence County	36647	16187	1978628920	19593957	763.953	7.565	35.737499	-91.559942	2915918	52035	0.012567912	0.014681387	-0.1	6918686	6230277
AR	5065	66860	Izard County	13696	7232	1503686209	8913023	580.577	3.441	36.094879	-91.913625	2915918	52035	0.004696977	0.01115733	0.066	4235350	4514036
AR	5067	66861	Jackson County	17997	7601	1641892684	19587909	633.938	7.563	35.596605	-91.223178	2915918	52035	0.006171984	0.012182803	0.077	4844410	5216460
AR	5069	66862	Jefferson County	77435	33006	2255220650	111447666	870.746	43.03	34.277695	-91.930701	2915918	52035	0.026555959	0.016733698	0.013	10462524	10601676
AR	5071	66863	Johnson County	25540	11311	1708883157	59415544	659.804	22.94	35.573359	-93.466322	2915918	52035	0.00875882	0.012679887	-0.077	5533974	5106752
AR	5073	66864	Lafayette County	7645	4353	1368208312	43539379	528.268	16.811	33.24066	-93.611643	2915918	52035	0.002621816	0.010152074	-0.07	3505740	3260338
AR	5075	66865	Lawrence County	17415	8000	1521913098	12244885	587.614	4.728	36.041098	-91.101153	2915918	52035	0.00597239	0.011292565	0.077	4543376	4893670
AR	5077	66866	Lee County	10424	4356	1560780566	43722296	602.621	16.881	34.77975	-90.779288	2915918	52035	0.00357486	0.011580964	-0.012	4122202	4071499
AR	5079	66873	Lincoln County	14134	4860	1454321132	27631033	561.517	10.668	33.957665	-91.727624	2915918	52035	0.004847187	0.010791041	0	4160434	4158770
AR	5081	66874	Little River County	13171	6460	1378529805	84207522	532.253	32.513	33.699497	-94.229774	2915918	52035	0.004516931	0.010228656	0.032	3927253	4054496
AR	5083	82850	Logan County	22353	10108	1834034439	60696140	708.125	23.435	35.218549	-93.720563	2915918	52035	0.007665853	0.013608504	0.04	5573876	5797946
AR	5085	69164	Lonoke County	68356	27239	1996176993	83170220	770.728	32.112	34.755114	-91.894132	2915918	52035	0.02344236	0.014811587	0.027	9247423	9496179
AR	5087	69165	Madison County	15717	7481	2160711386	7316240	834.255	2.825	36.012545	-93.724053	2915918	52035	0.005390069	0.016032427	0.039	5799611	6027536
AR	5089	69898	Marion County	16653	9354	1546245256	112174577	597.009	43.311	36.266656	-92.678588	2915918	52035	0.005711066	0.011473115	0.079	4540850	4897306
AR	5091	69166	Miller County	43462	19281	1620239736	31263840	625.578	12.071	33.305505	-93.901509	2915918	52035	0.014905083	0.012022144	0.083	6637425	7188994
AR	5093	69899	Mississippi County	46480	20459	2332475973	49826380	900.574	19.238	35.766943	-90.052209	2915918	52035	0.015940092	0.017306923	0.038	8392899	8710990
AR	5095	69167	Monroe County	8149	4455	1572439014	36715157	607.122	14.176	34.679513	-91.203314	2915918	52035	0.00279466	0.011667463	-0.073	3983006	3690653
AR	5097	69168	Montgomery County	9487	5763	2019879948	52859758	779.88	20.409	34.545652	-93.664147	2915918	52035	0.003253521	0.014987467	0.07	5045519	5397696
AR	5099	69169	Nevada County	8997	4563	1600189595	7257804	617.837	2.802	33.666699	-93.305072	2915918	52035	0.003085478	0.01187338	-0.029	4104176	3986796
AR	5101	69900	Newton County	8330	4664	2126110054	5931821	820.896	2.29	35.910062	-93.215084	2915918	52035	0.002856733	0.015775698	0.035	5191240	5372415
AR	5103	69170	Ouachita County	26120	13121	1897899921	18050486	732.783	6.969	33.591158	-92.878418	2915918	52035	0.008957728	0.014082373	0.026	5983885	6137072
AR	5105	69171	Perry County	10445	4907	1428125735	23648787	551.402	9.131	34.946363	-92.926877	2915918	52035	0.003582062	0.010596655	-0.031	3837367	3719176
AR	5107	69172	Phillips County	21757	10126	1801758335	82056090	695.663	31.682	34.425842	-90.848386	2915918	52035	0.007461458	0.013369013	-0.019	5461145	5355745
AR	5109	69173	Pike County	11291	5580	1555592368	34995957	600.618	13.512	34.158191	-93.658659	2915918	52035	0.003872194	0.011542471	-0.016	4173642	4108533
AR	5111	69174	Poinsett County	24583	10923	1964217602	13522889	758.389	5.221	35.568981	-90.680595	2915918	52035	0.008430621	0.01457446	0	6015999	6013593
AR	5113	69175	Polk County	20662	10002	2221377955	12387478	857.679	4.783	34.490915	-94.230884	2915918	52035	0.007085933	0.016482581	-0.062	6287827	5899240
AR	5115	69901	Pope County	61754	25551	2104490517	47206953	812.548	18.227	35.455297	-93.031535	2915918	52035	0.021178236	0.015615269	-0.043	9004258	8620677
